Time,AltitudeMeters,LatitudeDegrees,LongitudeDegrees,HeartRateBpm,SecondsFromStart,DistanceTraveled
2020-05-07T13:27:57Z,84,59.1105941,24.6380478,,11392.0,251164.01530393556
2020-05-07T13:28:52Z,84,59.1105862,24.6373926,,11447.0,251286.7993499196
2020-05-07T13:29:22Z,81,59.1088451,24.6327522,,11477.0,252363.61823085893
2020-05-07T13:29:53Z,79,59.105078,24.6356073,,11508.0,253838.75329708075
2020-05-07T13:30:23Z,81,59.1010671,24.6312245,,11538.0,255517.11312976613
2020-05-07T13:30:54Z,79,59.0972538,24.6321393,,11569.0,256919.21191456117
2020-05-07T13:31:24Z,77,59.0940166,24.6345365,,11599.0,258183.11316061224
2020-05-07T13:31:54Z,78,59.0913747,24.6366222,,11629.0,259223.4676788515
2020-05-07T13:32:25Z,76,59.0888745,24.6320812,,11660.0,260471.30137784925
2020-05-07T13:32:55Z,76,59.0858257,24.6304469,,11690.0,261625.30857732607
2020-05-07T13:33:26Z,77,59.0815516,24.6308216,,11721.0,263186.6262114591
2020-05-07T13:33:57Z,86,59.0803723,24.6229455,,11752.0,264724.895172459
2020-05-07T13:34:28Z,78,59.0822362,24.6142217,,11783.0,266496.4548819699
2020-05-07T13:34:58Z,80,59.081867,24.6077171,,11813.0,267723.5084038328
2020-05-07T13:35:28Z,85,59.0810655,24.6040643,,11843.0,268468.2706089135
2020-05-07T13:36:37Z,83,59.0810704,24.603506,,11912.0,268572.9723455736
2020-05-07T13:37:08Z,84,59.0794078,24.5963678,,11943.0,270042.5711466123
2020-05-07T13:37:39Z,74,59.077086,24.5911828,,11974.0,271332.25704340177
2020-05-07T13:38:10Z,81,59.0748259,24.5835944,,12005.0,272977.0890444055
2020-05-07T13:38:41Z,79,59.0729302,24.5775559,,12036.0,274304.1735454441
2020-05-07T13:39:50Z,80,59.0731482,24.5779396,,12105.0,274411.4471005086
2020-05-07T13:40:20Z,78,59.0754002,24.5875987,,12135.0,276400.6685696847
2020-05-07T13:40:51Z,68,59.0794682,24.5946123,,12166.0,278384.0236439173
2020-05-07T13:41:22Z,67,59.0810407,24.602885,,12197.0,280038.0031569576
2020-05-07T13:41:52Z,81,59.0824933,24.6115062,,12227.0,281739.2167142936
2020-05-07T13:42:23Z,74,59.0805157,24.6205776,,12258.0,283586.9279628574
2020-05-07T13:42:53Z,76,59.0807335,24.6296408,,12288.0,285288.2366668004
2020-05-07T13:43:24Z,76,59.0787518,24.6315801,,12319.0,286097.69676554744
2020-05-07T13:43:55Z,77,59.0755926,24.6357189,,12350.0,287487.4941499765
2020-05-07T13:44:26Z,90,59.0764061,24.647362,,12381.0,289691.088184139
2020-05-07T13:44:56Z,81,59.0783806,24.6577345,,12411.0,291765.4002951035
2020-05-07T13:45:27Z,81,59.0770766,24.6687838,,12442.0,293891.38364025834
2020-05-07T13:45:58Z,78,59.0777843,24.6777488,,12473.0,295592.2983427293
2020-05-07T13:46:29Z,79,59.0741113,24.6806648,,12504.0,297039.94015758287
2020-05-07T13:47:00Z,78,59.0676282,24.6839552,,12535.0,299484.97320717276
2020-05-07T13:47:31Z,81,59.06629,24.6852864,,12566.0,300033.46106300445
2020-05-07T13:48:40Z,84,59.0666375,24.685029,,12635.0,300169.1552166224
2020-05-07T13:49:11Z,84,59.0728931,24.6813068,,12666.0,302556.37239679944
2020-05-07T13:49:42Z,84,59.0800624,24.6774843,,12697.0,305269.0759809646
2020-05-07T13:50:12Z,85,59.0859696,24.6747905,,12727.0,307483.15524556173
2020-05-07T13:50:43Z,78,59.0901988,24.6807818,,12758.0,309391.9483254161
2020-05-07T13:51:13Z,79,59.0903465,24.6870698,,12788.0,310571.91868401
2020-05-07T13:51:44Z,84,59.0902818,24.6958317,,12819.0,312214.5784590163
2020-05-07T13:52:14Z,89,59.0927974,24.6960992,,12849.0,313133.9582754971
2020-05-07T13:52:45Z,87,59.0974534,24.6984326,,12880.0,314888.4455886231
2020-05-07T13:53:15Z,86,59.0997163,24.6997738,,12910.0,315751.6472406057
2020-05-07T13:53:46Z,84,59.1003706,24.6986896,,12941.0,316065.1692026164
2020-05-07T13:54:16Z,90,59.1022691,24.7011216,,12971.0,316894.44720508443
2020-05-07T13:54:47Z,85,59.1060552,24.7089338,,13002.0,318907.37444095593
2020-05-07T13:55:18Z,79,59.1066112,24.7147766,,13033.0,320020.7872996385
2020-05-07T13:55:48Z,87,59.1051907,24.7184403,,13063.0,320881.0023834479
2020-05-07T13:56:19Z,83,59.1038462,24.7192475,,13094.0,321394.43210040167
2020-05-07T13:56:50Z,84,59.1038494,24.719841,,13125.0,321505.6509110322
2020-05-07T13:57:21Z,,59.1037923,24.7206733,,13156.0,321662.9966816961
2020-05-07T13:57:52Z,89,59.1039045,24.718904,,13187.0,321997.0543653663
2020-05-07T13:58:23Z,88,59.1060172,24.7163785,,13218.0,322901.6835227513
2020-05-07T13:58:53Z,86,59.1066026,24.7100456,,13248.0,324107.3608656232
2020-05-07T13:59:24Z,84,59.1025805,24.701656,,13279.0,326258.1018269963
2020-05-07T13:59:55Z,81,59.0997507,24.6991867,,13310.0,327389.71246102185
2020-05-07T14:00:26Z,82,59.098802,24.7081111,,13341.0,329097.68351631257
2020-05-07T14:00:56Z,79,59.0947289,24.7122535,,13371.0,330774.6182226026
2020-05-07T14:01:26Z,80,59.0912358,24.7157652,,13401.0,332209.2675802904
2020-05-07T14:01:57Z,95,59.0915032,24.7170662,,13432.0,332471.9414189018
2020-05-07T14:13:29Z,96,59.0912869,24.7167236,,14124.0,332573.700796054
2020-05-07T14:14:00Z,88,59.0904689,24.7183249,,14155.0,332997.03482903715
2020-05-07T14:14:31Z,82,59.0901412,24.7201154,,14186.0,333353.3463375728
2020-05-07T14:15:02Z,84,59.0890972,24.7254622,,14217.0,334425.63268705684
2020-05-07T14:15:32Z,87,59.0873608,24.7281551,,14247.0,335235.8086502596
2020-05-07T14:22:23Z,92,59.0876065,24.7277063,,14658.0,335358.76650510146
2020-05-07T14:22:54Z,89,59.0895885,24.7236306,,14689.0,336410.87538885366
2020-05-07T14:23:25Z,85,59.0904175,24.7185923,,14720.0,337402.6225091433
2020-05-07T14:23:56Z,90,59.092739,24.7217342,,14751.0,338434.40641027613
2020-05-07T14:24:27Z,90,59.0941377,24.7323769,,14782.0,340493.55137414986
2020-05-07T14:24:58Z,90,59.0947656,24.7436628,,14813.0,342621.30471104855
2020-05-07T14:25:29Z,89,59.0927791,24.750037,,14844.0,344018.80601672543
2020-05-07T14:26:00Z,83,59.0873934,24.752116,,14875.0,346022.46367204166
2020-05-07T14:26:31Z,90,59.0857608,24.7526612,,14906.0,346626.9484838667
2020-05-07T14:27:01Z,89,59.0855191,24.7538124,,14936.0,346860.10705092154
2020-05-07T14:27:46Z,89,59.0852989,24.7542659,,14981.0,346977.0956058421
2020-05-07T14:28:17Z,82,59.0808245,24.7560311,,15012.0,348643.13266536896
2020-05-07T14:28:47Z,87,59.0741445,24.7596156,,15042.0,351171.8281960023
2020-05-07T14:29:18Z,85,59.0718212,24.7608876,,15073.0,352052.58924824616
2020-05-07T14:29:48Z,86,59.0704409,24.7671296,,15103.0,353327.1172722496
2020-05-07T14:30:19Z,87,59.0703243,24.7808322,,15134.0,355897.6266066848
2020-05-07T14:30:50Z,93,59.0695975,24.7943946,,15165.0,358455.3072580501
2020-05-07T14:31:20Z,87,59.0713507,24.8029337,,15195.0,360180.01449743134
2020-05-07T14:31:51Z,83,59.0730078,24.8077755,,15226.0,361271.0509541749
2020-05-07T14:32:22Z,92,59.0772839,24.8025389,,15257.0,363114.83265186753
2020-05-07T14:32:52Z,93,59.084133,24.8021433,,15287.0,365615.3574777397
2020-05-07T14:33:23Z,85,59.091553,24.8019709,,15318.0,368323.31168815045
2020-05-07T14:33:53Z,92,59.09851,24.8008707,,15348.0,370870.47264681116
2020-05-07T14:34:24Z,99,59.1052705,24.7989362,,15379.0,373364.0562041916
2020-05-07T14:34:55Z,95,59.1118461,24.7946934,,15410.0,375891.9140151103
2020-05-07T14:35:25Z,91,59.1163682,24.7914036,,15440.0,377653.4694596828
2020-05-07T14:35:55Z,94,59.119346,24.7888986,,15470.0,378837.1202303091
2020-05-07T14:36:26Z,93,59.1254524,24.7858021,,15501.0,381139.73674147495
2020-05-07T14:36:56Z,88,59.131467,24.7834602,,15531.0,383378.0066969426
2020-05-07T14:37:27Z,85,59.1349493,24.7822699,,15562.0,384668.18573532824
2020-05-07T14:38:22Z,81,59.1346252,24.7821517,,15617.0,384788.5113082534
2020-05-07T14:38:53Z,82,59.1294997,24.7846773,,15648.0,386717.79430116044
2020-05-07T14:39:24Z,85,59.1273868,24.7781556,,15679.0,388162.0324450472
2020-05-07T14:39:55Z,85,59.124749,24.7701398,,15710.0,389945.23007633904
2020-05-07T14:40:26Z,78,59.121284,24.763592,,15741.0,391706.65777961956
2020-05-07T14:40:57Z,76,59.1183357,24.7597594,,15772.0,393000.05656866694
2020-05-07T14:41:28Z,79,59.1178183,24.7592958,,15803.0,393207.8807326341
2020-05-07T14:42:07Z,81,59.1181157,24.7595505,,15842.0,393326.4329023176
2020-05-07T14:42:38Z,84,59.1204608,24.7624819,,15873.0,394343.2098633384
2020-05-07T14:43:08Z,83,59.1216086,24.7580184,,15903.0,395278.24622844276
2020-05-07T14:43:39Z,80,59.123218,24.7531849,,15934.0,396357.3113265373
2020-05-07T14:44:10Z,86,59.1251014,24.7509514,,15965.0,397161.8862454413
2020-05-07T14:44:41Z,93,59.1254032,24.7508244,,15996.0,397274.55968395376
2020-05-07T14:46:15Z,83,59.1256578,24.7505793,,16090.0,397378.18878999224
2020-05-07T14:46:45Z,85,59.1264096,24.7488076,,16120.0,397808.70374356804
2020-05-07T14:47:16Z,76,59.127488,24.7469189,,16151.0,398337.81371442036
2020-05-07T14:47:46Z,75,59.1286257,24.7449264,,16181.0,398896.003539732
2020-05-07T14:48:17Z,83,59.1304974,24.7437059,,16212.0,399616.25541279657
2020-05-07T14:48:47Z,82,59.1335124,24.7428154,,16242.0,400729.07255077607
2020-05-07T14:49:18Z,86,59.1341059,24.7473741,,16273.0,401609.6066412825
2020-05-07T14:49:48Z,86,59.1359537,24.7537746,,16303.0,402984.5718588611
2020-05-07T14:50:19Z,88,59.1361064,24.7542558,,16334.0,403090.49859622336
2020-05-07T14:52:24Z,85,59.1362806,24.7546729,,16459.0,403191.1882231963
2020-05-07T14:52:54Z,85,59.1365923,24.7554585,,16489.0,403377.11263988155
2020-05-07T14:53:25Z,86,59.1371925,24.7569481,,16520.0,403731.70527406415
2020-05-07T14:53:55Z,83,59.1375286,24.7577925,,16550.0,403931.78121080075
2020-05-07T14:54:25Z,83,59.1404546,24.7628568,,16580.0,405359.6633748689
2020-05-07T14:54:56Z,88,59.1454748,24.7586919,,16611.0,407350.62980734004
2020-05-07T14:55:26Z,86,59.149239,24.7569579,,16641.0,408762.1002961493
2020-05-07T14:55:56Z,86,59.1528079,24.7574639,,16671.0,410067.9270852784
2020-05-07T14:56:27Z,87,59.1545347,24.756432,,16702.0,410727.00036785257
2020-05-07T14:56:57Z,80,59.1567148,24.7608017,,16732.0,411867.77872888336
2020-05-07T14:57:28Z,78,59.1588847,24.7642042,,16763.0,412883.7801673544
2020-05-07T14:57:59Z,78,59.1625806,24.7590039,,16794.0,414546.7590192422
2020-05-07T14:58:30Z,84,59.1662255,24.7559471,,16825.0,415994.5734928722
2020-05-07T14:59:00Z,79,59.168757,24.7624348,,16855.0,417519.64961859345
2020-05-07T14:59:30Z,87,59.1706298,24.7706591,,16885.0,419202.7926350974
2020-05-07T15:00:01Z,83,59.1726314,24.7734369,,16916.0,420099.12237378326
2020-05-07T15:00:32Z,73,59.1790055,24.7794374,,16947.0,422681.6860333712
2020-05-07T15:01:02Z,77,59.1844562,24.7847784,,16977.0,424907.3656265565
2020-05-07T15:01:33Z,73,59.1916287,24.7878012,,17008.0,427585.1005807024
2020-05-07T15:02:04Z,70,59.1984588,24.784591,,17039.0,430148.77719919034
2020-05-07T15:02:35Z,77,59.2048356,24.7814942,,17070.0,432546.70743924234
2020-05-07T15:03:06Z,75,59.2117865,24.7782672,,17101.0,435153.9339121497
2020-05-07T15:03:37Z,72,59.2184051,24.7764804,,17132.0,437592.18974702776
2020-05-07T15:04:08Z,63,59.224618,24.7773444,,17163.0,439865.1807761533
2020-05-07T15:04:39Z,74,59.2301328,24.7753399,,17194.0,441912.18629157136
2020-05-07T15:05:10Z,89,59.2317198,24.7827829,,17225.0,443417.57370715466
2020-05-07T15:05:41Z,85,59.2330561,24.7904852,,17256.0,444935.8916456705
2020-05-07T15:06:11Z,87,59.2335998,24.7938303,,17286.0,445591.10538354074
2020-05-07T15:06:41Z,70,59.2346755,24.7946474,,17316.0,446012.2498445236
2020-05-07T15:07:12Z,50,59.2355253,24.7952695,,17347.0,446343.3941796522
2020-05-07T15:07:42Z,55,59.2374892,24.7968464,,17377.0,447118.1644285205
2020-05-07T15:08:12Z,70,59.2389319,24.7979433,,17407.0,447683.05260341195
2020-05-07T15:08:42Z,73,59.2398573,24.8013243,,17437.0,448398.77244370943
2020-05-07T15:09:13Z,75,59.239992,24.804828,,17468.0,449054.54796561424
2020-05-07T15:23:04Z,73,59.2399536,24.8053694,,18299.0,449156.5617285059
2020-05-07T15:23:35Z,72,59.2396634,24.8057101,,18330.0,449280.087881216
2020-05-07T15:24:05Z,66,59.2377772,24.8074562,,18360.0,450041.6690790753
2020-05-07T15:24:36Z,67,59.23501,24.8098472,,18391.0,451145.72370085673
2020-05-07T15:25:06Z,60,59.2331516,24.8115027,,18421.0,451890.9971231199
2020-05-07T15:25:37Z,68,59.2312618,24.8132372,,18452.0,452652.8696443985
2020-05-07T15:26:08Z,73,59.2307944,24.8193878,,18483.0,453813.7164975905
2020-05-07T15:26:39Z,75,59.2306065,24.8295913,,18514.0,455719.84661938966
2020-05-07T15:27:09Z,70,59.2293423,24.8333549,,18544.0,456560.4079151013
2020-05-07T15:27:39Z,64,59.2252936,24.8328617,,18574.0,458040.7563116659
2020-05-07T15:28:10Z,63,59.2212508,24.8324196,,18605.0,459518.39268867247
2020-05-07T15:28:40Z,67,59.2176848,24.831876,,18635.0,460823.6776247155
2020-05-07T15:29:43Z,69,59.2174101,24.8319041,,18698.0,460924.0602056409
2020-05-07T15:30:13Z,66,59.2156859,24.8315075,,18728.0,461557.6130272968
2020-05-07T15:30:43Z,66,59.2130576,24.8284988,,18758.0,462669.2564535925
2020-05-07T15:31:14Z,67,59.2098201,24.8282819,,18789.0,463851.40348995174
2020-05-07T15:31:44Z,75,59.2069388,24.8305884,,18819.0,464987.7308108418
2020-05-07T15:32:14Z,66,59.2033287,24.8302677,,18849.0,466306.51703614806
2020-05-07T15:32:45Z,72,59.1993375,24.8297379,,18880.0,467766.37559058773
2020-05-07T15:33:15Z,69,59.1963943,24.8305039,,18910.0,468849.9264998921
2020-05-07T15:33:45Z,73,59.1939376,24.8310924,,18940.0,469753.1646408633
2020-05-07T15:34:16Z,78,59.1894359,24.831122,,18971.0,471395.96765593183
2020-05-07T15:34:46Z,82,59.1846006,24.8341315,,19001.0,473248.0089646206
2020-05-07T15:35:17Z,85,59.1863732,24.8450748,,19032.0,475393.5624800178
2020-05-07T15:35:48Z,75,59.1876531,24.8530323,,19063.0,476952.6603627538
2020-05-07T15:36:18Z,75,59.1837371,24.8546716,,19093.0,478414.2037210786
2020-05-07T15:36:49Z,73,59.1817677,24.8535819,,19124.0,479161.20799968886
2020-05-07T15:37:19Z,75,59.1805076,24.8526801,,19154.0,479650.9876180128
2020-05-07T15:37:50Z,79,59.1812663,24.8528751,,19185.0,479930.24791049317
2020-05-07T15:40:05Z,78,59.1809697,24.8529316,,19320.0,480038.9994102827
2020-05-07T15:40:36Z,75,59.1774281,24.8479944,,19351.0,481627.2427145518
2020-05-07T15:41:07Z,81,59.1738008,24.8450998,,19382.0,483057.3316643096
2020-05-07T15:41:38Z,83,59.1679257,24.8499196,,19413.0,485383.0945592811
2020-05-07T15:42:09Z,81,59.167875,24.8508689,,19444.0,485561.60766699165
2020-05-07T15:42:39Z,75,59.1679882,24.8518985,,19474.0,485758.5588983843
2020-05-07T15:43:10Z,79,59.1682725,24.8521543,,19505.0,485872.80785285524
2020-05-07T15:43:47Z,82,59.1679846,24.851871,,19542.0,485990.47567277664
2020-05-07T15:44:17Z,77,59.1653186,24.8500636,,19572.0,487020.4322342449
2020-05-07T15:44:48Z,80,59.1583385,24.8513464,,19603.0,489578.9405750108
2020-05-07T15:45:19Z,84,59.1512326,24.8519493,,19634.0,492174.5306766915
2020-05-07T15:45:49Z,82,59.144652,24.8501363,,19664.0,494599.8220680068
2020-05-07T15:46:19Z,82,59.1415232,24.8506862,,19694.0,495746.2365121615
2020-05-07T15:46:50Z,80,59.1393489,24.85778,,19725.0,497293.0915415476
2020-05-07T15:47:21Z,73,59.1383765,24.8628343,,19756.0,498303.57762860256
2020-05-07T15:48:33Z,74,59.138249,24.8635218,,19828.0,498440.4272107411
2020-05-07T15:49:04Z,81,59.1362695,24.8732264,,19859.0,500395.49331375444
2020-05-07T15:49:34Z,86,59.1331098,24.8845509,,19889.0,502808.8881080559
2020-05-07T15:50:05Z,81,59.1297328,24.8971402,,19920.0,505468.74055364885
2020-05-07T15:50:35Z,77,59.1274843,24.9092727,,19950.0,507884.1799616365
2020-05-07T15:51:06Z,80,59.1273324,24.9102195,,19981.0,508069.9372279844
2020-05-07T15:52:13Z,82,59.1276487,24.910586,,20048.0,508204.224806554
2020-05-07T15:52:44Z,85,59.1309722,24.9165661,,20079.0,509854.9212561945
2020-05-07T15:53:15Z,81,59.1343307,24.9225342,,20110.0,511513.4366420954
2020-05-07T15:53:46Z,84,59.1361888,24.9258579,,20141.0,512433.74187037075
2020-05-07T15:54:17Z,82,59.1352679,24.9241843,,20172.0,512893.2018618781
2020-05-07T15:55:31Z,80,59.1350195,24.9245,,20246.0,513001.4155715591
2020-05-07T15:56:01Z,82,59.1346125,24.9292259,,20276.0,513898.55470796133
2020-05-07T15:56:31Z,81,59.1347613,24.9331651,,20306.0,514638.03101275204
2020-05-07T15:57:02Z,79,59.1306307,24.9350535,,20337.0,516186.3092372461
2020-05-07T15:57:32Z,78,59.1269724,24.9396567,,20367.0,517775.3975414432
2020-05-07T15:58:03Z,82,59.1251751,24.9472448,,20398.0,519340.43281318125
2020-05-07T15:58:33Z,80,59.1220902,24.9487715,,20428.0,520501.93742241117
2020-05-07T15:59:03Z,80,59.1220779,24.9499328,,20458.0,520719.4774622748
2020-05-07T15:59:33Z,80,59.1264266,24.9560138,,20488.0,522672.7616605032
2020-05-07T16:00:04Z,80,59.130969,24.9621484,,20519.0,524689.5137804741
2020-05-07T16:00:35Z,78,59.1352934,24.9681657,,20550.0,526628.4738512974
2020-05-07T16:01:06Z,72,59.1389138,24.9731348,,20581.0,528244.2858955283
2020-05-07T16:01:37Z,77,59.1405497,24.9753096,,20612.0,528966.86349001
2020-05-07T16:02:47Z,86,59.1407958,24.9755887,,20682.0,529070.7620254431
2020-05-07T16:03:18Z,78,59.143276,24.9789453,,20713.0,530172.5426546299
2020-05-07T16:03:49Z,78,59.1454472,24.982388,,20744.0,531193.8008528018
2020-05-07T16:04:20Z,80,59.1484126,24.9829651,,20775.0,532281.3328103324
2020-05-07T16:04:51Z,81,59.1516234,24.9828174,,20806.0,533453.3676339135
2020-05-07T16:05:21Z,82,59.1543556,24.9827367,,20836.0,534450.5366245086
2020-05-07T16:05:51Z,85,59.1558603,24.9826119,,20866.0,535000.1391367174
2020-05-07T16:06:22Z,85,59.1586131,24.9823961,,20897.0,536005.5223007568
2020-05-07T16:06:53Z,84,59.1624106,24.9824011,,20928.0,537391.3344459049
2020-05-07T16:07:23Z,83,59.1661646,24.9822142,,20958.0,538761.7179048726
2020-05-07T16:07:53Z,80,59.1701862,24.9821316,,20988.0,540229.3912230884
2020-05-07T16:08:24Z,80,59.1739173,24.9819385,,21019.0,541591.4506361061
2020-05-07T16:08:55Z,80,59.1781451,24.9817163,,21050.0,543134.8500570729
2020-05-07T16:09:26Z,74,59.1823432,24.9843014,,21081.0,544741.2853948827
2020-05-07T16:09:56Z,74,59.1864598,24.984918,,21111.0,546247.9614177059
2020-05-07T16:10:26Z,80,59.1887172,24.9849014,,21141.0,547071.7543558448
2020-05-07T16:10:57Z,75,59.1913059,24.9779887,,21172.0,548672.3450506498
2020-05-07T16:11:28Z,75,59.1945618,24.9722584,,21203.0,550271.9487550359
2020-05-07T16:11:58Z,77,59.1963952,24.9700186,,21233.0,551061.1562728372
2020-05-07T16:12:29Z,75,59.1958305,24.966375,,21264.0,551772.5717044504
2020-05-07T16:13:16Z,75,59.1958785,24.9669332,,21311.0,551878.349419324
2020-05-07T16:13:47Z,77,59.1979081,24.9704373,,21342.0,552866.9722062268
2020-05-07T16:14:18Z,68,59.2036489,24.9702286,,21373.0,554962.3103461765
2020-05-07T16:14:49Z,69,59.2045575,24.9702106,,21404.0,555293.900546414
2020-05-07T16:15:19Z,70,59.2079611,24.9716487,,21434.0,556564.6935047026
2020-05-07T16:15:50Z,69,59.214995,24.9690809,,21465.0,559175.9868529552
2020-05-07T16:16:20Z,64,59.2187334,24.9704552,,21495.0,560564.1670398967
2020-05-07T16:16:51Z,61,59.2233982,24.9708499,,21526.0,562268.07533845
2020-05-07T16:17:21Z,68,59.2242306,24.9695146,,21556.0,562661.0677590967
2020-05-07T16:17:52Z,62,59.2246709,24.9698616,,21587.0,562834.3177328553
